date,AAPL,ABBV,AMZN,BAC,BRK-B,CVX,GOOG,GOOGL,HD,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,NVDA,PEP,PFE,PG,TSLA,UNH,V,XOM
2015-03-23,28.79,43.45,18.76,13.62,145.56,76.25,27.86,28.27,97.86,84.18,49.22,31.91,64.79,85.16,84.43,44.27,37.78,5.48,77.06,25.31,67.8,13.31,106.09,63.78,60.02
2015-03-24,28.67,42.84,18.7,13.52,144.29,75.01,28.43,28.88,97.93,83.35,48.67,31.79,64.11,85.32,85.31,44.19,37.82,5.4,77.06,24.92,67.05,13.45,105.27,63.8,59.38
2015-03-25,27.92,41.82,18.55,13.35,143.56,76.07,27.86,28.35,95.84,82.03,47.99,31.77,63.09,83.29,82.92,43.92,36.55,5.07,76.58,24.76,66.33,12.95,103.86,62.5,59.62
2015-03-26,28.12,41.14,18.37,13.36,143.03,75.77,27.68,28.18,94.74,81.86,47.93,31.69,62.31,83.83,83.01,43.42,36.33,5.06,76.88,24.66,65.64,12.69,103.6,62.37,59.24
2015-03-27,27.89,41.41,18.53,13.26,143.89,75.07,27.34,27.88,96.0,82.03,47.94,31.48,62.43,83.18,83.3,43.53,36.11,5.16,77.14,24.93,65.77,12.33,105.17,62.32,58.72
2015-03-30,28.6,41.84,18.73,13.44,145.98,76.96,27.53,28.06,96.65,83.02,49.07,31.82,62.68,83.58,83.2,43.98,36.11,5.18,77.59,25.27,66.09,12.7,107.83,62.43,60.16
2015-03-31,28.16,42.05,18.6,13.33,144.32,75.57,27.32,27.74,95.79,82.24,48.77,31.85,61.64,82.36,82.22,43.33,35.84,5.05,76.87,25.12,65.47,12.58,105.42,62.19,59.71
2015-04-01,28.12,41.02,18.51,13.35,143.45,75.44,27.05,27.47,95.38,81.05,48.58,31.95,60.69,82.69,81.67,42.86,35.89,5.07,76.45,24.79,65.77,12.51,104.67,61.98,59.33
2015-04-02,28.36,40.95,18.61,13.46,143.56,75.79,26.7,27.07,96.57,81.45,49.04,31.95,60.45,82.97,81.56,43.04,35.51,5.08,76.93,24.82,65.86,12.73,104.59,62.08,59.22
2015-04-06,28.82,41.38,18.85,13.43,143.76,76.97,26.76,27.2,96.92,81.06,49.0,32.34,60.5,83.27,82.44,43.1,36.63,5.23,77.56,24.89,66.35,13.54,104.89,61.99,59.81
2015-04-07,28.52,41.97,18.72,13.39,143.06,78.14,26.78,27.24,96.37,81.83,49.31,32.21,60.84,83.97,82.32,43.29,36.61,5.27,77.35,24.94,65.83,13.55,104.58,62.57,60.24
2015-04-08,28.42,42.25,19.06,13.52,143.28,76.78,27.01,27.44,97.45,81.88,49.47,32.12,61.22,85.31,82.28,43.08,36.51,5.31,77.2,25.01,66.13,13.84,105.33,63.23,59.05
2015-04-09,28.64,43.33,19.18,13.61,143.65,76.99,26.96,27.4,96.59,82.84,49.81,32.24,61.4,85.06,82.17,43.29,36.56,5.43,77.46,25.29,66.23,14.01,105.65,63.17,59.47
2015-04-10,28.76,44.54,19.13,13.62,143.5,76.96,26.93,27.43,97.16,83.43,50.0,32.11,62.72,84.59,82.04,43.15,36.78,5.49,77.34,25.59,66.6,14.06,106.05,63.08,60.11
2015-04-13,28.71,44.33,19.12,13.69,143.46,76.67,26.88,27.43,96.49,82.2,50.3,31.97,62.38,84.29,83.01,42.76,36.81,5.44,76.8,25.33,66.66,13.99,106.38,62.38,59.95
2015-04-14,28.58,44.7,19.26,13.7,142.75,78.35,26.45,26.99,96.16,82.17,51.09,31.82,62.33,85.12,83.52,43.54,36.71,5.39,77.57,25.29,66.8,13.83,106.87,62.31,60.86
2015-04-15,28.69,44.93,19.17,13.55,142.71,79.48,26.55,27.05,95.65,82.24,52.03,31.73,62.54,85.24,82.71,44.06,37.25,5.46,77.68,25.42,66.73,13.86,104.55,62.45,61.88
2015-04-16,28.55,45.33,19.3,13.68,142.1,79.3,26.62,27.18,95.58,81.58,51.71,31.89,62.35,84.74,82.31,43.6,37.16,5.42,77.54,25.41,66.72,13.78,108.37,62.42,61.63
2015-04-17,28.23,45.12,18.78,13.48,140.7,78.55,26.13,26.64,94.51,81.4,50.92,31.65,61.49,83.03,80.78,42.87,36.69,5.35,77.02,25.3,65.94,13.79,105.79,61.35,61.07
2015-04-20,28.88,46.02,19.48,13.49,142.09,79.4,26.7,27.23,95.15,81.92,51.25,31.94,61.44,83.41,83.09,43.43,37.82,5.33,77.58,25.28,66.21,13.68,105.68,61.54,61.29
2015-04-21,28.72,46.07,19.56,13.43,141.14,78.99,26.63,27.15,95.41,81.99,50.49,32.03,61.27,83.83,83.62,43.46,37.59,5.32,77.8,25.19,66.38,13.96,106.3,62.14,61.03
2015-04-22,29.11,46.73,19.49,13.63,141.99,78.83,26.89,27.46,95.26,82.1,51.0,32.45,61.34,87.11,84.63,43.49,37.89,5.38,78.21,25.22,66.39,14.63,104.99,64.67,61.44
2015-04-23,29.34,46.54,19.5,13.59,142.43,79.17,27.28,27.87,96.08,82.12,50.89,32.16,61.43,86.8,82.41,43.35,38.2,5.36,76.96,25.53,65.2,14.57,105.39,64.39,61.5
2015-04-24,29.48,47.86,22.25,13.55,142.09,79.09,28.18,28.68,95.86,82.63,50.73,32.12,60.73,86.65,81.53,43.42,42.2,5.31,76.51,25.46,65.24,14.56,105.78,64.16,61.1
2015-04-27,30.02,47.09,21.93,13.48,141.09,78.97,27.77,28.31,93.91,82.22,50.52,32.07,60.15,85.72,81.91,43.04,42.34,5.35,75.96,24.97,64.92,15.44,103.59,63.8,61.13
2015-04-28,29.55,48.16,21.47,13.56,142.52,79.99,27.68,28.22,93.23,82.35,50.86,32.02,60.39,86.18,80.68,45.21,43.33,5.38,75.91,24.89,64.77,15.37,104.8,63.49,61.68
2015-04-29,29.11,47.54,21.47,13.84,142.41,80.43,27.45,28.07,91.65,82.07,51.54,31.8,61.33,86.2,80.47,44.99,43.25,5.34,75.87,24.76,64.31,15.5,101.25,64.03,61.73
2015-04-30,28.32,46.83,21.09,13.8,141.21,79.95,26.87,27.44,90.2,81.09,51.26,31.86,60.98,86.16,78.77,44.9,42.87,5.35,76.47,24.5,64.04,15.07,99.28,62.8,61.38
2015-05-01,29.18,46.59,21.14,13.95,143.36,78.5,26.9,27.56,92.36,81.85,51.55,32.13,62.04,87.15,78.99,45.12,42.89,5.49,76.82,24.6,64.67,15.07,100.88,62.54,62.42
2015-05-04,29.12,46.85,21.15,14.24,146.15,77.98,27.04,27.64,92.79,82.03,52.45,32.17,61.98,87.09,78.81,45.71,42.52,5.45,77.14,24.78,64.72,15.37,102.1,62.36,62.6
2015-05-05,28.47,46.25,21.06,14.16,144.56,77.75,26.54,27.15,91.11,81.34,52.19,32.01,61.01,86.7,77.56,45.6,41.96,5.31,76.71,24.63,64.49,15.53,101.03,62.72,62.25
2015-05-06,28.29,46.31,20.95,14.11,143.78,77.71,26.21,26.75,91.32,81.07,51.8,31.94,61.13,86.5,78.1,45.42,40.79,5.33,76.76,24.36,64.76,15.36,101.14,62.44,61.96
2015-05-07,28.46,46.86,21.34,14.07,145.31,77.44,26.53,27.1,92.78,81.47,52.27,31.97,60.94,87.92,78.43,45.45,41.16,5.42,76.49,24.44,64.6,15.79,102.27,63.31,61.54
2015-05-08,29.0,47.25,21.68,14.25,148.31,78.22,26.91,27.45,94.82,82.95,53.07,32.19,62.16,89.31,78.51,45.78,42.09,5.02,77.62,24.76,65.21,15.77,103.09,66.05,62.52
2015-05-11,28.71,47.23,21.64,14.28,146.17,77.29,26.78,27.29,94.34,82.59,53.04,32.16,62.34,88.37,78.01,45.23,41.76,4.98,77.46,24.72,64.65,15.97,102.28,65.63,61.47
2015-05-12,28.6,46.94,21.55,14.23,144.79,77.43,26.45,26.94,94.87,82.13,52.97,31.96,61.46,88.24,77.46,44.8,41.74,5.02,77.34,24.59,64.39,16.32,102.17,65.31,61.64
2015-05-13,28.64,47.3,21.34,14.27,144.26,77.53,26.48,26.97,93.75,82.2,53.1,32.24,61.77,88.37,78.44,44.61,41.98,5.05,77.51,24.41,64.19,16.21,103.25,65.39,61.31
2015-05-14,29.3,47.78,21.61,14.31,145.78,78.07,26.92,27.46,94.38,83.24,53.52,32.6,62.42,89.63,81.37,45.06,42.95,5.13,78.78,24.71,64.89,16.27,105.63,66.68,61.6
2015-05-15,29.26,47.8,21.3,14.16,145.26,78.54,26.69,27.32,95.57,83.63,53.39,32.61,62.28,89.04,80.42,45.4,42.58,5.14,78.96,24.74,65.28,16.59,106.35,66.27,61.87
2015-05-18,29.58,47.52,21.26,14.3,145.83,77.54,26.61,27.33,96.39,84.54,53.82,32.45,62.32,88.9,80.88,45.23,42.32,5.13,78.82,24.74,65.03,16.58,106.76,66.68,61.52
2015-05-19,29.56,47.61,21.09,14.53,146.54,76.36,26.87,27.46,94.71,84.99,54.3,32.45,62.75,89.59,80.63,45.62,42.21,5.1,78.74,24.9,65.1,16.48,107.43,66.83,61.62
2015-05-20,29.56,47.73,21.19,14.5,145.94,76.52,26.96,27.63,94.51,84.69,53.87,32.48,62.67,89.05,80.55,45.57,42.21,5.1,78.54,24.97,64.82,16.29,108.05,66.47,61.72
2015-05-21,29.86,47.55,21.58,14.49,145.27,76.7,27.13,27.84,94.44,84.34,54.01,32.38,63.45,88.73,80.48,45.3,42.07,5.06,78.14,25.01,64.76,16.37,107.35,66.08,61.77
2015-05-22,30.12,47.43,21.38,14.51,144.6,76.26,27.01,27.73,94.56,83.46,53.86,32.37,63.48,88.53,80.54,44.76,41.61,5.05,77.39,24.95,64.39,16.52,106.58,66.31,61.28
2015-05-26,29.46,47.88,21.27,14.29,143.63,75.1,26.62,27.36,93.53,83.02,53.27,32.2,63.49,87.76,79.33,44.45,41.33,5.02,77.01,24.83,63.74,16.5,105.37,65.28,60.46
2015-05-27,30.01,48.8,21.57,14.5,144.75,74.97,26.99,27.71,94.56,83.27,53.86,32.3,63.99,88.43,80.55,44.82,42.24,5.29,77.48,24.97,63.94,16.5,106.45,66.19,60.29
2015-05-28,29.95,48.87,21.33,14.44,144.74,75.06,26.99,27.71,94.59,83.29,53.65,32.31,65.28,88.65,80.15,45.0,42.1,5.36,78.03,25.07,63.9,16.76,106.6,66.26,60.29
2015-05-29,29.61,48.23,21.46,14.29,143.0,74.89,26.61,27.27,93.94,82.46,53.31,32.17,67.41,88.12,79.19,45.9,41.57,5.36,77.52,25.3,63.14,16.72,107.13,65.42,60.35
2015-06-01,29.66,48.48,21.55,14.34,143.35,74.62,26.7,27.46,94.15,82.38,53.55,32.16,67.49,88.4,80.29,45.79,41.9,5.42,77.15,25.16,63.51,16.63,106.82,65.83,60.3
2015-06-02,29.53,48.25,21.55,14.48,143.03,74.58,26.96,27.7,94.58,82.33,53.5,32.2,66.6,88.99,80.44,45.41,41.63,5.32,77.22,25.11,63.26,16.56,104.94,65.76,60.31
2015-06-03,29.57,48.54,21.83,14.71,143.19,74.28,27.02,27.76,95.91,82.42,54.05,32.1,66.49,89.3,82.44,45.52,41.57,5.26,77.18,25.05,63.27,16.6,105.47,65.67,60.17
2015-06-04,29.4,48.83,21.54,14.58,141.37,73.72,26.83,27.58,94.47,81.71,53.75,31.88,66.37,88.41,82.05,44.83,41.13,5.35,76.24,24.92,62.94,16.39,103.96,64.97,59.66
2015-06-05,29.23,48.82,21.35,14.93,140.76,73.86,26.67,27.48,93.55,81.18,54.63,31.5,66.74,88.46,82.14,44.47,40.94,5.39,75.36,24.82,62.36,16.61,103.85,65.12,59.7
2015-06-08,29.04,49.1,21.17,14.84,139.52,73.01,26.34,27.17,93.18,80.66,54.21,31.54,67.08,87.77,80.67,44.38,40.57,5.27,75.19,24.74,62.59,17.09,104.19,64.47,60.1
2015-06-09,28.96,49.01,21.27,15.04,139.63,73.01,26.33,27.11,92.84,80.87,54.44,31.58,70.71,87.96,80.67,44.35,40.5,5.3,75.37,24.76,63.55,17.07,104.26,64.72,59.91
2015-06-10,29.29,49.43,21.54,15.28,140.86,74.04,26.83,27.63,94.07,81.42,55.32,31.68,71.06,89.94,82.16,44.93,41.35,5.2,75.87,24.98,64.06,16.71,105.65,66.32,60.36
2015-06-11,29.22,49.28,21.65,15.19,141.36,73.52,26.73,27.5,94.33,81.72,55.53,31.76,73.98,90.26,81.83,44.74,41.2,5.26,76.2,25.09,63.96,16.76,106.79,66.33,60.27
2015-06-12,28.9,48.57,21.5,15.19,140.29,72.61,26.62,27.37,93.74,80.99,55.31,31.65,71.94,89.56,81.53,43.95,40.78,5.11,75.92,24.9,63.52,16.71,105.29,66.04,59.51
2015-06-15,28.84,48.46,21.18,15.18,139.4,72.19,26.36,27.15,93.24,80.28,55.1,31.35,71.83,89.11,80.71,43.38,40.35,5.11,75.02,24.78,62.92,16.69,106.48,65.31,59.3
2015-06-16,29.0,48.36,21.36,15.25,139.71,72.73,26.41,27.24,93.43,80.99,55.4,31.74,72.43,89.92,81.06,43.83,40.66,5.17,75.76,24.78,63.71,16.87,108.78,65.73,59.98
2015-06-17,28.93,49.09,21.39,15.09,139.97,72.53,26.46,27.33,93.63,81.3,55.22,31.89,71.36,90.21,81.79,43.98,40.78,5.23,76.17,24.74,64.5,17.36,107.16,65.48,60.02
2015-06-18,29.06,49.96,21.97,15.1,142.67,72.89,26.84,27.81,94.8,82.64,55.74,32.19,70.94,91.74,82.91,44.5,41.45,5.32,77.12,25.02,65.1,17.46,108.19,66.2,60.55
2015-06-19,28.77,50.33,21.75,14.92,140.96,72.32,26.83,27.88,95.29,82.23,55.17,31.99,70.59,90.55,82.51,44.08,40.9,5.3,76.82,24.88,64.87,17.5,107.69,65.43,60.36
2015-06-22,29.0,50.79,21.81,15.18,141.53,72.92,26.91,27.98,95.84,82.42,55.88,32.06,70.84,91.14,84.74,44.68,41.02,5.28,77.42,24.98,64.8,17.32,107.62,65.81,60.33
2015-06-23,28.87,50.72,22.3,15.35,141.33,72.77,27.02,28.17,95.93,82.16,56.52,31.98,70.63,91.4,87.88,44.83,40.73,5.14,77.42,25.11,64.27,17.84,109.85,66.12,60.26
2015-06-24,29.11,50.14,22.04,15.19,140.09,72.17,26.89,27.93,95.23,81.79,55.93,31.83,70.28,91.22,88.86,44.23,40.49,5.09,77.17,24.92,64.04,17.68,106.65,65.59,59.98
2015-06-25,28.97,50.57,22.0,15.09,139.45,71.5,26.76,27.9,95.13,81.62,55.63,31.69,72.45,90.22,87.98,43.98,40.5,5.13,76.8,24.76,63.94,17.92,109.48,65.36,59.45
2015-06-26,28.8,51.04,21.91,15.13,139.78,71.69,26.58,27.65,95.44,82.05,55.87,31.68,73.35,90.27,88.01,44.42,40.15,5.03,76.86,24.69,63.9,17.81,110.3,65.48,59.4
2015-06-29,28.3,48.66,21.49,14.67,136.51,70.3,26.08,27.06,93.69,80.43,54.46,31.2,71.58,88.37,85.8,43.51,39.37,4.87,75.87,24.45,63.08,17.47,108.46,63.55,58.66
2015-06-30,28.5,48.67,21.7,14.79,136.11,70.14,26.03,27.0,94.19,80.25,54.91,31.07,71.33,89.28,85.77,43.24,39.17,4.87,75.59,24.41,63.02,17.88,109.19,63.96,58.93
2015-07-01,28.77,49.62,21.87,14.96,137.52,69.86,26.09,27.17,94.99,81.08,55.52,31.28,72.49,90.26,86.91,43.75,39.44,4.94,76.55,24.52,64.21,17.94,110.42,64.63,58.34
2015-07-02,28.73,49.41,21.89,14.8,137.39,69.7,26.17,27.37,94.5,81.06,55.07,31.27,73.59,90.01,87.29,43.8,39.39,4.95,76.66,24.29,64.38,18.67,109.02,65.0,58.89
2015-07-06,28.63,49.41,21.8,14.72,136.89,68.9,26.14,27.28,94.35,80.86,54.92,31.22,73.77,90.28,87.55,43.71,39.38,4.89,76.45,24.2,64.48,18.65,109.33,64.88,58.46
2015-07-07,28.56,49.66,21.84,14.5,138.44,69.27,26.25,27.5,95.27,81.45,54.49,31.88,75.81,89.83,87.22,44.04,39.3,4.79,78.07,24.55,65.82,17.86,108.02,64.55,58.7
2015-07-08,27.85,49.01,21.49,14.12,136.9,68.02,25.84,27.08,94.08,80.51,53.37,31.57,74.54,88.49,85.65,43.56,39.25,4.76,77.43,24.35,65.23,17.0,106.3,63.56,58.06
2015-07-09,27.29,49.23,21.72,14.32,138.25,68.18,26.03,27.23,94.4,81.03,53.92,31.61,74.74,89.01,85.88,43.58,39.5,4.7,76.6,24.65,64.97,17.19,106.81,63.87,57.8
2015-07-10,28.01,50.14,22.18,14.51,139.73,68.64,26.51,27.81,95.86,81.96,54.69,31.99,75.43,90.53,87.95,44.01,39.58,4.79,77.38,25.01,65.2,17.28,109.32,65.17,58.24
2015-07-13,28.56,50.76,22.78,14.79,141.39,68.78,27.33,28.59,97.39,82.57,55.54,32.2,75.88,91.37,90.1,43.95,40.4,4.82,78.73,25.35,65.97,17.48,109.59,66.22,58.38
2015-07-14,28.54,50.93,23.28,14.88,141.12,69.47,28.06,29.21,97.78,82.16,56.31,32.6,75.83,91.15,89.68,44.2,40.47,4.82,78.66,25.54,66.08,17.71,111.87,66.77,58.87
2015-07-15,28.82,50.9,23.06,15.36,142.61,68.52,28.01,29.2,97.96,82.69,56.44,32.57,73.8,91.13,89.76,44.22,40.6,4.79,78.03,25.46,66.17,17.54,112.64,66.69,58.62
2015-07-16,29.2,51.07,23.77,15.59,143.92,68.69,28.99,30.09,97.24,83.26,56.74,32.85,74.47,91.67,90.85,44.67,41.4,4.89,78.47,25.55,66.29,17.78,111.81,67.22,58.73
2015-07-17,29.46,51.07,24.15,15.72,143.88,67.73,33.65,34.98,97.02,82.41,56.45,32.67,74.64,91.92,94.97,44.67,41.36,4.86,78.38,25.53,66.24,18.31,110.84,67.51,58.51
2015-07-20,30.01,51.66,24.41,15.74,144.51,67.57,33.15,34.64,96.12,82.65,56.49,32.77,75.07,93.05,97.91,44.81,41.63,4.77,78.81,25.65,66.2,18.82,109.77,69.25,57.91
2015-07-21,29.71,51.47,24.4,15.71,143.6,68.27,33.12,34.77,96.51,82.62,56.36,32.62,73.11,92.53,98.39,44.56,41.95,4.79,78.5,25.58,65.75,17.78,108.17,68.6,57.84
2015-07-22,28.46,51.49,24.41,16.03,143.52,67.99,33.1,34.76,97.39,82.49,57.16,32.39,73.8,92.69,97.04,44.15,40.4,4.7,78.69,25.39,65.64,17.86,107.94,68.55,57.93
2015-07-23,28.44,51.46,24.11,15.79,142.18,67.57,32.21,33.74,97.12,82.51,56.8,32.34,74.12,91.04,95.44,44.1,40.91,4.76,78.45,25.32,65.53,17.81,106.8,68.34,57.47
2015-07-24,28.29,49.68,26.47,15.55,141.25,65.87,31.18,32.74,96.28,81.64,56.21,32.03,72.38,91.68,96.95,43.6,40.76,4.71,77.89,24.94,65.2,17.69,105.55,71.25,56.62
2015-07-27,27.9,50.6,26.57,15.35,140.72,64.81,31.36,32.91,95.84,80.93,55.47,32.11,71.89,90.31,94.17,43.28,40.23,4.68,77.47,25.0,64.94,16.87,105.5,70.35,56.14
2015-07-28,28.04,51.98,26.3,15.53,143.22,67.18,31.4,32.98,97.34,81.54,55.51,32.11,73.2,91.04,95.29,43.69,40.23,4.78,77.83,25.73,65.15,17.65,108.76,71.19,58.42
2015-07-29,27.95,51.64,26.45,15.78,142.92,67.8,31.6,33.07,98.63,82.12,56.23,32.14,72.7,92.54,96.99,44.46,41.07,4.84,78.17,26.03,65.47,17.59,108.76,72.4,58.89
2015-07-30,27.81,51.2,26.84,15.75,142.85,67.64,31.63,33.23,98.71,82.21,56.31,32.12,72.23,94.15,95.21,44.45,41.59,4.85,78.26,26.01,62.84,17.79,107.9,72.75,58.8
2015-07-31,27.56,51.09,26.81,15.53,142.74,64.33,31.28,32.88,99.19,82.52,55.9,32.53,72.2,93.19,94.01,44.78,41.43,4.83,78.03,26.25,62.28,17.74,108.65,71.76,56.11
2015-08-03,26.91,50.88,26.75,15.44,142.33,62.24,31.56,33.24,99.07,82.36,55.9,32.9,71.88,93.22,94.14,44.85,41.53,4.92,78.92,26.32,62.04,17.33,108.19,72.17,55.29
2015-08-04,26.05,51.04,26.59,15.46,142.68,61.95,31.46,33.06,99.62,82.18,55.84,33.14,71.81,93.09,94.06,44.58,42.18,4.94,79.21,26.29,61.64,17.75,108.15,71.69,54.66
2015-08-05,26.22,51.3,26.85,15.53,143.5,61.09,32.19,33.66,100.02,82.77,56.06,33.36,72.39,94.02,96.44,44.89,42.21,4.99,80.33,26.28,61.53,18.01,110.9,71.42,54.66
2015-08-06,26.28,50.52,26.47,15.47,143.35,61.94,32.13,33.51,98.79,81.58,55.67,33.2,70.65,92.96,95.12,44.38,41.36,4.95,80.3,25.8,61.5,16.41,109.22,70.09,55.31
2015-08-07,26.37,50.07,26.13,15.42,143.55,60.89,31.76,33.22,99.11,81.4,55.51,33.08,70.29,93.54,94.3,44.03,41.47,5.57,80.26,25.82,61.29,16.17,109.02,70.69,54.42
2015-08-10,27.33,50.5,26.2,15.67,143.42,62.45,31.69,33.16,99.68,82.17,56.19,33.01,71.35,93.84,94.15,44.36,41.99,5.76,80.25,25.94,62.02,16.08,109.62,70.85,55.78
2015-08-11,25.91,49.8,26.37,15.46,142.8,62.37,33.04,34.51,99.75,81.53,55.65,32.85,71.37,92.99,93.62,43.87,41.18,5.73,79.87,25.77,61.89,15.82,109.42,69.88,55.4
2015-08-12,26.31,50.17,26.3,15.22,141.6,63.1,32.98,34.57,99.75,81.28,54.85,32.68,71.66,92.84,94.19,44.25,41.47,5.75,79.67,25.95,62.03,15.88,108.47,70.16,56.33
2015-08-13,26.29,50.01,26.48,15.31,141.95,62.42,32.82,34.33,100.88,81.09,55.1,32.55,71.36,93.02,93.43,44.8,41.46,5.7,80.01,25.94,61.54,16.17,107.86,70.53,56.23
2015-08-14,26.47,50.09,26.58,15.38,142.57,62.52,32.86,34.47,101.5,81.36,55.38,32.67,72.12,93.65,94.42,44.95,41.7,5.7,80.36,25.91,61.41,16.21,108.31,70.81,56.02
2015-08-17,26.74,50.62,26.76,15.44,142.32,61.28,33.04,34.71,101.46,82.24,55.52,32.75,71.74,93.63,93.93,45.35,41.98,5.67,80.87,26.04,61.33,17.0,110.81,70.99,56.32
2015-08-18,26.59,50.25,26.75,15.37,141.36,61.43,32.81,34.44,104.08,81.83,55.64,32.71,71.67,93.38,95.17,45.31,42.21,5.62,80.8,26.06,61.01,17.38,112.32,71.05,55.7
2015-08-19,26.25,50.05,26.65,15.17,140.47,59.57,33.04,34.7,104.05,81.78,55.14,32.3,72.0,92.42,95.31,45.31,41.63,5.59,80.17,25.88,60.19,17.02,110.28,70.98,54.5
2015-08-20,25.71,49.24,25.79,14.53,138.39,58.34,32.34,33.97,102.17,81.35,53.78,32.11,75.06,90.47,90.56,43.25,40.78,5.39,79.35,25.35,60.02,16.15,107.21,70.55,53.31
2015-08-21,24.14,48.09,24.72,13.99,134.22,55.78,30.62,32.2,98.46,79.29,51.88,31.31,72.65,86.76,86.06,42.36,38.46,5.22,77.95,24.61,58.34,15.38,104.07,67.92,51.57
2015-08-24,23.54,46.3,23.17,13.28,129.57,53.1,29.48,30.91,95.39,77.02,49.14,30.39,69.39,84.03,82.09,41.01,37.22,5.04,74.37,23.57,56.14,14.59,98.83,65.22,49.13
2015-08-25,23.68,44.3,23.32,13.26,127.74,51.55,29.1,30.62,94.06,75.28,48.87,30.09,67.26,83.06,83.0,38.86,36.14,4.93,72.6,22.99,55.56,14.67,98.43,63.89,49.12
2015-08-26,25.04,46.07,25.04,13.95,132.61,53.81,31.43,32.99,98.26,78.92,51.31,30.67,69.7,87.74,87.19,41.33,38.14,5.31,74.9,23.79,57.57,14.99,101.54,67.44,51.83
2015-08-27,25.78,47.07,25.92,14.28,136.23,57.16,31.88,33.4,99.73,79.84,52.59,31.1,71.97,89.98,89.73,41.74,39.21,5.51,75.8,24.4,58.04,16.2,105.4,69.07,53.51
2015-08-28,25.86,46.69,25.9,14.21,135.74,59.21,31.52,32.98,99.61,78.97,52.31,31.24,71.5,90.01,91.01,42.05,39.23,5.53,75.75,23.96,57.82,16.57,104.96,69.13,53.67
2015-08-31,25.74,45.54,25.64,14.2,134.04,59.63,30.91,32.39,98.71,77.98,52.28,31.14,70.78,88.37,89.43,40.9,38.87,5.47,75.26,23.64,57.39,16.6,103.55,68.02,53.79
2015-09-01,24.59,44.15,24.83,13.54,130.41,57.56,29.89,31.48,96.32,76.41,50.12,30.69,68.59,85.2,87.23,39.9,37.35,5.25,73.96,23.01,55.95,15.91,100.8,65.79,51.53
2015-09-02,25.64,44.5,25.53,13.81,132.22,57.47,30.72,32.25,99.23,77.46,51.04,30.81,70.31,86.52,89.89,40.24,38.72,5.4,74.79,23.45,56.69,16.51,102.23,66.42,52.36
2015-09-03,25.19,44.93,25.24,13.89,132.15,57.62,30.31,31.85,99.33,76.87,51.13,31.01,70.13,87.68,88.15,39.99,38.85,5.42,75.19,23.4,56.79,16.37,102.02,67.17,52.76
2015-09-04,24.94,43.61,24.95,13.64,129.64,56.45,30.03,31.45,97.47,75.76,50.16,30.51,69.03,86.61,88.26,39.18,38.05,5.29,74.2,23.01,55.84,16.13,100.56,65.98,51.81
2015-09-08,25.64,44.2,25.88,14.08,132.9,56.57,30.73,32.19,99.19,77.95,51.52,30.81,71.23,88.88,89.53,40.02,39.2,5.52,75.39,23.87,56.83,16.54,103.9,67.29,52.55
2015-09-09,25.14,43.24,25.84,13.86,130.59,55.16,30.64,32.17,97.09,76.52,50.72,30.33,69.7,86.08,90.44,39.44,38.46,5.41,74.13,23.45,55.61,16.59,103.44,66.4,51.48
2015-09-10,25.7,43.47,26.11,13.98,130.66,55.7,31.07,32.55,97.53,76.93,51.11,30.43,69.48,85.8,91.98,40.04,38.66,5.49,74.32,23.93,55.48,16.57,104.96,67.0,51.85
2015-09-11,26.07,43.31,26.47,13.98,131.37,55.8,31.29,32.76,98.34,77.11,51.03,30.46,70.31,87.4,92.05,39.9,38.83,5.51,74.77,24.19,55.56,16.68,106.69,67.51,51.97
2015-09-14,26.32,43.01,26.07,13.91,130.9,55.78,31.16,32.62,97.74,77.43,50.88,30.43,70.38,87.0,92.31,40.1,38.44,5.52,74.43,24.0,55.27,16.88,105.88,66.79,51.83
2015-09-15,26.54,43.2,26.12,14.22,132.26,56.81,31.76,33.25,98.97,78.33,51.86,30.75,71.3,88.12,92.9,41.02,39.28,5.58,75.13,24.33,56.4,16.9,107.89,67.27,52.09
2015-09-16,26.57,43.42,26.37,14.23,132.58,58.18,31.8,33.28,100.37,78.5,52.32,31.27,72.58,88.72,93.45,41.27,39.56,5.62,75.96,24.34,56.92,17.48,108.89,67.73,53.12
2015-09-17,26.0,43.68,26.94,13.82,131.47,58.46,32.15,33.58,100.45,78.69,51.1,31.46,77.34,89.18,94.34,41.34,39.52,5.67,76.2,24.56,57.04,17.47,110.79,67.7,53.24
2015-09-18,25.9,44.67,27.01,13.56,129.1,57.23,31.46,33.05,98.07,77.49,49.71,31.14,76.06,88.16,94.4,39.93,38.83,5.67,75.94,24.1,56.79,17.37,110.08,66.58,51.96
2015-09-21,26.3,43.34,27.42,13.68,130.98,57.49,31.77,33.35,99.31,77.27,50.12,31.3,75.28,89.02,95.55,39.05,39.39,5.73,76.48,23.78,57.37,17.61,111.4,67.53,52.47
2015-09-22,25.89,42.13,26.92,13.57,129.3,56.87,31.13,32.66,98.65,77.37,49.68,30.99,75.46,88.09,92.96,38.87,39.21,5.57,75.39,23.67,57.0,17.4,110.49,67.02,52.01
2015-09-23,26.1,41.91,26.8,13.7,129.16,56.04,31.12,32.66,98.97,77.16,49.46,30.96,74.51,88.15,93.97,39.09,39.18,5.6,75.41,23.93,57.05,17.4,110.81,67.69,51.69
