date,AAPL,ABBV,AMZN,BAC,BRK-B,CVX,GOOG,GOOGL,HD,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,NVDA,PEP,PFE,PG,TSLA,UNH,V,XOM
2012-10-31,18.23,,11.64,7.96,86.35,72.84,16.94,17.02,49.15,53.82,31.58,27.15,37.83,43.45,21.11,31.61,23.41,2.75,51.87,16.49,51.64,1.88,47.98,32.35,59.8
2012-11-01,18.27,,11.61,8.32,87.68,73.64,17.13,17.21,49.85,54.33,32.46,27.26,38.2,44.18,21.21,31.83,24.21,2.88,52.02,16.28,51.65,1.95,48.79,33.54,60.08
2012-11-02,17.66,,11.62,8.41,86.93,71.6,17.13,17.22,49.66,53.88,32.14,27.08,37.77,44.25,21.18,31.87,24.19,2.87,51.73,16.28,51.61,1.93,48.02,33.43,59.21
2012-11-05,17.9,,11.72,8.32,86.86,72.14,17.01,17.09,49.95,53.79,32.03,26.85,37.95,43.89,21.25,31.64,24.3,2.99,51.69,16.3,51.22,2.1,47.36,32.99,59.45
2012-11-06,17.85,,11.88,8.49,87.29,72.92,16.98,17.06,50.14,53.96,32.49,27.32,37.95,44.47,21.17,31.81,24.49,2.99,51.95,16.38,51.41,2.08,48.31,33.54,60.09
2012-11-07,17.17,,11.6,7.88,85.45,71.03,16.62,16.69,49.64,53.45,30.67,26.81,37.48,43.8,20.47,30.8,23.85,2.89,51.68,16.17,50.76,2.1,46.49,33.23,58.2
2012-11-08,16.54,,11.37,8.02,84.58,69.95,16.25,16.32,48.73,52.93,30.61,26.55,36.93,43.53,19.99,30.37,23.63,2.91,51.53,16.16,49.91,2.09,45.78,33.12,57.47
2012-11-09,16.83,,11.32,8.05,85.18,69.93,16.51,16.59,48.81,53.09,30.78,26.5,36.93,43.8,19.21,30.52,23.65,2.8,51.58,16.17,49.98,2.02,45.32,33.32,57.56
2012-11-12,16.7,,11.32,8.02,85.27,69.99,16.59,16.66,48.97,52.95,30.75,26.35,37.58,44.3,20.07,30.5,23.14,2.74,51.4,16.13,50.03,2.07,44.72,33.39,57.63
2012-11-13,16.7,,11.33,7.97,85.87,69.56,16.41,16.49,50.75,52.82,30.34,26.4,37.05,44.42,19.86,30.26,22.4,2.71,51.38,16.09,49.86,2.11,44.71,33.21,57.07
2012-11-14,16.52,,11.15,7.68,84.88,68.31,16.25,16.33,49.22,52.64,29.77,26.29,36.33,43.67,22.36,29.82,22.19,2.65,51.07,15.93,49.62,2.09,43.91,32.7,56.81
2012-11-15,16.17,,11.03,7.76,85.3,67.72,16.12,16.2,49.04,52.49,29.85,26.6,36.12,43.09,22.17,29.65,22.05,2.66,51.08,15.83,49.47,2.05,43.91,32.71,56.85
2012-11-16,16.23,,11.26,7.79,85.91,68.24,16.12,16.2,49.74,52.58,29.95,26.7,36.08,43.79,23.56,29.84,21.93,2.61,51.17,15.96,49.84,2.12,44.46,33.35,57.06
2012-11-19,17.4,,11.49,8.1,86.76,69.54,16.64,16.72,50.71,52.62,30.75,27.19,36.96,45.12,22.92,30.02,22.1,2.69,51.53,16.15,50.66,2.19,45.33,34.03,57.86
2012-11-20,17.26,,11.69,8.22,86.79,69.01,16.69,16.77,51.1,52.94,30.84,27.2,37.09,45.02,23.1,30.18,22.09,2.65,51.62,16.24,50.94,2.2,45.53,34.2,57.75
2012-11-21,17.28,,11.9,8.34,87.58,69.37,16.58,16.66,51.32,52.88,30.86,27.3,37.27,45.19,24.32,30.4,22.28,2.73,51.92,16.29,51.07,2.16,45.86,34.27,58.09
2012-11-23,17.58,,11.99,8.45,88.5,70.29,16.64,16.72,51.9,53.33,31.13,27.7,37.52,45.36,24.0,30.68,22.91,2.75,52.58,16.41,51.9,2.14,46.19,34.61,58.8
2012-11-26,18.14,,12.18,8.4,88.29,69.97,16.47,16.55,51.78,52.97,30.97,27.28,37.67,45.25,25.94,30.62,22.65,2.8,52.44,16.38,51.82,2.15,45.86,34.41,58.49
2012-11-27,17.99,,12.17,8.25,88.08,68.89,16.71,16.78,51.61,52.75,30.88,27.32,37.47,45.1,26.15,30.4,22.39,2.81,52.52,16.22,51.46,2.14,45.05,34.3,57.65
2012-11-28,17.93,,12.36,8.33,88.27,70.36,17.03,17.11,52.14,53.12,30.94,27.61,37.76,45.39,26.36,30.9,22.62,2.83,52.7,16.5,51.79,2.22,45.19,34.42,58.15
2012-11-29,18.13,,12.56,8.39,87.97,70.5,17.23,17.31,51.67,53.07,31.23,27.92,38.18,45.83,27.32,30.97,22.28,2.78,52.67,16.62,51.84,2.25,46.57,34.63,58.16
2012-11-30,18.01,,12.6,8.42,88.08,70.43,17.39,17.48,52.34,53.46,31.13,27.88,38.54,46.06,28.0,30.69,22.01,2.76,52.6,16.74,52.08,2.25,46.6,34.98,58.17
2012-12-03,18.03,,12.52,8.37,87.75,69.75,17.32,17.4,52.27,53.39,30.92,27.48,38.45,45.87,27.04,30.79,21.85,2.71,52.34,16.79,51.9,2.31,46.17,34.73,57.82
2012-12-04,17.72,,12.62,8.46,87.27,69.28,17.21,17.29,51.67,53.56,30.74,27.31,38.69,45.57,27.46,30.76,21.81,2.79,52.34,16.84,51.7,2.26,45.87,34.49,57.55
2012-12-05,16.58,,12.7,8.94,87.62,70.09,17.13,17.21,51.49,53.64,31.22,27.43,38.97,45.06,27.71,30.75,22.05,2.76,52.63,17.15,51.77,2.25,46.13,34.6,57.9
2012-12-06,16.84,,12.67,8.94,87.49,70.94,17.21,17.3,51.75,53.7,31.42,27.48,38.83,45.33,26.97,30.83,22.1,2.77,52.86,17.13,52.17,2.26,45.96,34.69,58.08
2012-12-07,16.41,,12.66,9.09,87.33,71.3,17.04,17.12,51.84,54.01,32.25,27.72,39.01,44.88,27.49,30.92,21.88,2.76,53.04,17.1,52.43,2.28,46.34,34.71,58.48
2012-12-10,16.3,,12.39,9.03,87.1,71.28,17.07,17.15,50.71,54.12,32.06,27.67,39.39,45.21,27.84,30.81,22.28,2.85,53.01,17.0,52.37,2.3,46.61,34.74,58.35
2012-12-11,16.66,,12.53,8.98,87.27,71.8,17.36,17.44,50.58,54.51,32.31,27.83,39.77,45.39,27.98,31.31,22.59,2.92,53.16,17.15,52.7,2.35,47.1,34.79,58.74
2012-12-12,16.58,,12.59,9.07,89.32,72.03,17.37,17.46,50.62,54.4,32.41,27.67,38.51,45.57,27.58,31.35,22.52,2.89,53.03,17.07,52.78,2.35,47.52,34.56,59.04
2012-12-13,16.3,,12.56,9.01,89.44,71.91,17.5,17.59,50.2,54.24,32.41,27.64,37.91,45.66,28.24,30.74,22.42,2.89,53.01,16.95,52.31,2.24,46.77,34.4,58.47
2012-12-14,15.68,,12.46,9.04,89.15,71.85,17.48,17.57,49.92,54.19,32.44,27.69,37.56,45.46,26.81,30.45,22.17,2.91,52.97,16.85,52.16,2.25,46.49,34.31,58.14
2012-12-17,15.96,,12.69,9.4,89.98,72.42,17.95,18.04,50.92,54.38,32.94,27.57,37.99,46.12,26.75,30.51,22.41,2.9,53.13,16.97,52.16,2.29,46.76,34.85,58.66
2012-12-18,16.43,,13.02,9.71,90.37,73.37,17.96,18.04,50.67,54.39,33.24,27.41,38.92,46.46,27.71,30.94,22.79,2.9,53.25,17.15,52.19,2.31,47.26,35.22,59.11
2012-12-19,16.19,,12.9,9.56,90.1,73.24,17.94,18.02,49.68,54.15,32.98,27.04,38.45,46.13,27.41,30.54,22.58,2.92,52.76,16.96,51.72,2.31,46.87,34.85,58.37
2012-12-20,16.05,,13.07,9.85,90.69,73.56,17.99,18.08,49.84,54.24,33.74,27.24,38.71,46.99,27.36,29.49,22.89,2.92,52.93,17.01,52.08,2.3,47.7,35.63,58.67
2012-12-21,15.98,,12.85,9.65,89.83,73.11,17.82,17.91,49.32,53.87,33.34,27.12,38.94,46.53,26.26,29.04,22.7,2.85,52.57,16.78,51.26,2.27,47.33,35.23,57.57
2012-12-24,16.0,,12.93,9.62,89.83,72.39,17.67,17.76,49.52,53.68,33.28,27.0,38.54,46.66,26.93,28.97,22.38,2.83,52.42,16.78,51.11,2.29,47.18,35.33,57.37
2012-12-26,15.78,,12.43,9.86,89.26,72.28,17.66,17.74,49.18,53.79,33.31,26.78,38.56,45.83,26.51,28.91,22.21,2.83,51.97,16.89,50.72,2.24,46.64,34.99,57.47
2012-12-27,15.85,,12.42,9.8,89.22,72.32,17.59,17.67,49.12,53.73,33.06,26.78,38.49,45.99,26.05,28.82,22.29,2.81,51.84,16.82,50.7,2.25,46.83,34.91,57.33
2012-12-28,15.68,,12.26,9.71,88.55,70.94,17.43,17.52,48.78,53.26,32.76,26.45,38.2,45.54,25.91,28.42,21.95,2.79,51.35,16.65,50.08,2.21,46.33,34.74,56.17
2012-12-31,16.37,,12.54,9.92,89.7,72.07,17.62,17.7,49.75,53.74,33.32,26.65,38.76,46.31,26.62,28.63,22.09,2.83,51.66,16.78,50.64,2.26,46.65,35.42,57.13
2013-01-02,16.89,23.33,12.87,10.28,93.2,73.56,18.01,18.1,51.06,54.31,34.07,27.64,38.91,48.1,28.0,28.91,22.84,2.94,52.34,17.33,51.76,2.36,46.91,36.31,58.55
2013-01-03,16.68,23.13,12.92,10.22,93.62,73.25,18.02,18.11,50.91,54.23,34.0,27.64,39.08,48.17,27.77,29.61,22.53,2.94,52.36,17.29,51.43,2.32,44.72,36.34,58.45
2013-01-04,16.21,22.84,12.96,10.35,93.85,73.64,18.38,18.47,50.82,54.85,34.61,27.69,40.52,48.17,28.76,29.35,22.11,3.04,52.44,17.37,51.53,2.29,44.8,36.63,58.72
2013-01-07,16.12,22.89,13.42,10.33,93.45,73.14,18.3,18.39,50.54,54.74,34.64,27.42,40.47,49.0,29.42,29.46,22.07,2.95,52.43,17.38,51.18,2.29,44.8,36.89,58.04
2013-01-08,16.16,22.39,13.32,10.24,93.81,72.81,18.26,18.35,50.85,54.74,34.71,27.23,40.78,48.84,29.06,29.5,21.95,2.88,52.59,17.41,51.1,2.25,44.21,37.24,58.4
2013-01-09,15.91,22.52,13.32,9.77,93.32,73.0,18.38,18.47,50.81,54.99,34.69,27.22,41.63,50.21,30.59,29.79,22.08,2.82,52.85,17.71,51.38,2.24,45.05,37.81,58.17
2013-01-10,16.11,22.58,13.27,10.07,94.65,73.62,18.47,18.56,51.17,55.34,35.21,27.17,41.85,49.77,31.3,29.92,21.88,2.82,53.46,17.9,51.67,2.24,45.68,37.51,58.81
2013-01-11,16.01,22.75,13.4,9.94,94.39,74.46,18.43,18.52,51.24,55.46,35.2,27.14,41.74,49.86,31.72,30.23,22.19,2.82,53.51,17.74,51.63,2.19,45.43,37.66,59.14
2013-01-14,15.44,22.91,13.64,9.8,95.36,75.2,18.01,18.1,51.06,55.63,35.0,27.19,41.5,49.38,30.95,30.31,22.24,2.82,53.82,17.89,51.93,2.22,45.9,37.54,59.13
2013-01-15,14.95,23.25,13.6,9.87,95.36,75.6,18.06,18.14,51.44,55.48,35.36,27.44,41.88,49.31,30.1,29.98,22.5,2.77,54.05,17.81,52.12,2.26,46.12,37.49,59.09
2013-01-16,15.57,23.89,13.45,10.07,95.03,75.95,17.81,17.9,51.36,55.64,35.72,27.44,41.6,49.17,29.85,29.75,22.36,2.79,53.96,17.8,52.14,2.27,46.15,37.43,59.05
2013-01-17,15.46,24.48,13.52,9.64,95.3,76.46,17.72,17.8,52.32,55.89,35.43,27.58,41.92,49.36,30.14,29.9,22.53,2.83,54.68,17.95,52.39,2.29,46.79,37.36,59.53
2013-01-18,15.38,25.08,13.61,9.52,95.16,76.8,17.55,17.63,52.66,56.14,35.44,27.72,42.26,49.14,29.66,30.06,22.53,2.81,54.72,17.76,52.59,2.3,46.93,36.98,59.93
2013-01-22,15.53,24.48,13.51,9.7,95.91,77.24,17.51,17.59,52.88,55.73,35.51,27.3,42.0,49.02,30.73,30.21,22.45,2.8,54.51,17.85,52.6,2.35,48.18,37.17,60.01
2013-01-23,15.81,25.4,13.41,9.76,96.48,76.64,18.47,18.56,53.46,55.85,35.27,27.3,41.18,48.82,30.82,29.95,22.83,2.8,54.21,17.83,53.15,2.4,48.09,37.17,59.86
2013-01-24,13.86,25.18,13.67,9.85,97.31,76.97,18.78,18.87,54.17,56.04,35.38,27.28,41.78,49.26,31.08,30.07,22.85,2.82,54.53,17.96,52.95,2.47,48.36,37.28,60.29
2013-01-25,13.53,25.27,14.2,9.93,97.39,77.44,18.77,18.86,54.55,56.67,35.98,27.24,41.82,48.99,31.54,30.4,23.05,2.87,54.73,18.06,55.08,2.47,48.2,37.35,60.54
2013-01-28,13.84,24.79,13.8,9.81,97.12,77.33,18.7,18.79,54.36,56.44,35.58,27.21,41.37,48.49,32.47,30.03,23.08,2.91,54.82,17.96,55.47,2.54,48.0,36.53,60.14
2013-01-29,14.1,25.08,13.02,9.82,97.24,78.11,18.77,18.86,54.05,57.04,35.95,27.51,42.69,48.9,30.79,30.54,23.16,2.85,55.07,18.53,56.39,2.53,48.41,36.61,60.56
2013-01-30,14.05,24.82,13.64,9.73,96.88,77.6,18.78,18.86,54.08,56.8,35.96,27.57,42.56,48.67,31.24,30.42,23.03,2.85,55.27,18.57,56.45,2.5,48.24,36.22,59.84
2013-01-31,14.01,24.66,13.27,9.68,96.93,76.74,18.82,18.91,53.83,56.67,35.89,27.38,42.2,48.89,30.98,30.25,22.7,2.83,55.0,18.41,56.51,2.5,47.49,36.9,59.38
2013-02-01,13.96,24.99,13.25,10.01,98.0,77.64,19.32,19.41,54.13,56.87,36.5,27.6,42.6,48.92,29.73,29.26,23.1,2.86,54.86,18.65,57.09,2.55,47.97,37.05,59.43
2013-02-04,13.61,25.05,13.0,9.81,96.51,76.77,18.9,18.99,53.38,56.81,36.38,27.46,42.09,48.5,28.11,28.57,22.69,2.81,54.7,18.34,56.58,2.52,47.95,36.6,58.84
2013-02-05,14.09,25.0,13.34,10.15,97.91,77.18,19.07,19.16,53.4,57.24,37.22,28.04,42.52,49.11,28.64,28.98,22.74,2.87,55.22,18.57,56.92,2.54,49.69,37.28,59.23
2013-02-06,14.07,24.96,13.11,10.2,97.83,77.24,19.18,19.27,53.62,57.8,37.08,28.17,42.39,49.38,29.05,28.74,22.61,2.85,54.94,18.44,57.26,2.61,49.35,37.58,59.26
2013-02-07,14.49,24.48,13.01,10.12,97.11,76.65,19.28,19.37,53.34,57.54,36.79,28.61,42.27,49.0,28.65,28.68,22.56,2.84,54.97,18.19,57.26,2.63,49.07,36.7,58.62
2013-02-08,14.7,24.36,13.1,10.05,97.25,77.06,19.56,19.65,53.9,57.86,37.1,28.5,42.22,49.47,28.55,28.8,22.78,2.86,54.81,18.14,56.96,2.62,49.66,36.87,58.86
2013-02-11,14.85,24.09,12.86,10.14,97.13,77.06,19.49,19.58,53.39,57.81,37.12,28.39,42.36,49.13,28.26,28.94,23.04,2.89,54.63,18.32,57.0,2.56,49.13,36.53,58.64
2013-02-12,14.48,23.8,12.94,10.47,97.7,77.64,19.44,19.54,54.15,58.11,37.49,27.61,42.28,49.01,27.37,28.99,23.05,2.87,54.48,18.21,57.13,2.53,49.04,36.64,58.76
2013-02-13,14.45,23.7,13.47,10.4,97.97,77.59,19.5,19.59,54.25,58.0,37.14,27.36,42.39,48.97,27.91,28.78,23.18,2.86,53.98,18.22,57.57,2.56,49.23,36.24,58.9
2013-02-14,14.44,24.58,13.46,10.37,99.21,77.71,19.62,19.72,54.16,58.12,37.55,27.08,42.44,49.25,28.5,28.81,23.19,2.94,54.57,18.26,57.73,2.55,49.07,36.52,58.8
2013-02-15,14.24,25.26,13.25,10.28,99.77,77.21,19.75,19.84,54.31,58.39,37.29,27.51,42.51,49.34,28.32,28.97,23.16,2.94,55.62,18.42,57.55,2.47,49.3,37.0,58.69
2013-02-19,14.23,25.67,13.49,10.42,101.02,77.85,20.1,20.19,54.33,59.0,37.73,27.69,42.97,49.31,28.93,29.53,23.39,2.9,57.0,18.7,58.18,2.62,48.74,36.91,59.33
2013-02-20,13.89,25.95,13.32,10.09,100.22,77.23,19.74,19.83,53.44,58.76,37.08,27.74,43.06,48.38,28.46,29.84,23.24,2.86,56.94,18.61,57.96,2.57,47.49,36.39,59.1
2013-02-21,13.8,26.06,13.3,9.76,100.17,77.23,19.81,19.91,51.78,58.93,36.81,27.72,42.85,49.01,27.28,29.72,22.92,2.84,56.89,18.5,57.93,2.34,47.51,36.87,58.85
2013-02-22,13.95,25.85,13.27,9.78,101.21,77.88,19.92,20.01,52.75,58.92,37.31,28.32,43.05,49.41,27.13,30.05,23.14,2.89,57.05,18.48,57.89,2.41,46.85,37.33,59.25
2013-02-25,13.7,25.12,12.99,9.43,98.58,76.25,19.7,19.79,51.41,58.4,36.39,27.73,42.65,48.19,27.27,29.74,22.82,2.84,56.76,18.11,57.09,2.29,45.84,36.5,58.25
2013-02-26,13.89,24.93,12.97,9.51,98.72,77.21,19.68,19.77,54.34,58.54,36.31,28.02,43.17,48.07,27.39,29.67,22.82,2.87,57.09,18.24,57.21,2.3,45.63,36.96,58.79
2013-02-27,13.76,24.69,13.16,9.67,101.21,78.34,19.92,20.01,54.74,58.98,37.6,28.27,43.47,48.59,26.87,30.05,23.19,2.93,57.39,18.5,57.71,2.34,46.34,37.44,59.47
2013-02-28,13.66,24.81,13.21,9.61,102.16,78.68,19.96,20.05,55.1,58.81,37.32,28.47,43.36,48.84,27.25,29.89,23.18,2.94,57.61,18.47,57.28,2.32,45.97,37.15,59.48
2013-03-01,13.32,25.41,13.29,9.7,102.05,78.51,20.08,20.17,55.52,59.27,37.31,28.45,43.45,48.88,27.78,29.82,23.3,2.95,57.73,18.48,57.51,2.31,46.03,37.02,59.4
2013-03-04,13.0,25.7,13.66,9.76,101.95,78.91,20.46,20.56,56.54,59.66,37.46,28.54,43.43,49.18,27.72,30.31,23.47,2.94,58.24,18.69,57.66,2.37,45.86,37.35,59.08
2013-03-05,13.34,25.21,13.78,9.88,102.66,79.2,20.89,20.99,56.68,60.01,37.76,28.44,44.05,49.71,27.52,30.25,23.64,2.97,58.47,18.94,57.93,2.44,46.02,37.53,59.52
2013-03-06,13.17,25.36,13.69,10.2,103.24,79.56,20.71,20.81,56.69,59.8,38.17,28.69,43.69,49.76,27.45,30.55,23.42,2.97,58.39,18.98,58.05,2.51,46.11,37.71,59.49
2013-03-07,13.32,25.2,13.69,10.49,103.41,79.62,20.74,20.84,56.5,60.08,38.63,28.76,43.9,49.67,28.58,30.26,23.46,2.97,58.65,19.08,57.82,2.55,46.28,37.59,58.93
2013-03-08,13.36,25.1,13.71,10.33,103.63,79.63,20.71,20.81,57.41,60.42,38.3,28.83,43.75,49.92,27.96,30.05,23.34,2.98,58.7,19.02,58.03,2.56,46.28,37.62,59.1
2013-03-11,13.55,25.32,13.56,10.39,104.07,79.74,20.79,20.89,57.37,60.61,38.51,28.9,43.68,50.07,28.14,30.54,23.24,2.95,58.43,19.06,58.16,2.61,46.63,37.74,59.22
2013-03-12,13.26,24.98,13.71,10.27,103.01,79.42,20.61,20.71,57.22,60.71,38.36,28.64,43.69,49.34,27.83,31.5,23.27,2.96,58.46,18.86,58.03,2.61,47.16,37.42,59.22
2013-03-13,13.25,24.98,13.76,10.32,103.65,79.49,20.56,20.65,57.23,60.7,38.27,28.58,43.67,49.75,27.08,31.49,23.28,2.96,58.51,18.91,57.75,2.6,47.04,37.32,59.29
2013-03-14,13.38,25.24,13.29,10.36,103.99,80.59,20.46,20.56,56.81,61.12,38.91,28.9,43.68,49.72,27.04,31.26,23.46,2.96,58.69,18.97,58.19,2.46,47.26,37.62,59.67
2013-03-15,13.73,25.87,13.09,10.75,102.79,80.38,20.28,20.38,55.84,61.19,38.16,28.75,43.73,48.99,26.65,31.13,23.38,2.94,58.58,18.91,57.4,2.35,47.26,37.13,59.36
2013-03-18,14.1,25.65,12.89,10.74,102.12,80.01,20.12,20.21,56.09,60.9,37.77,28.7,43.36,48.57,26.49,30.81,23.43,2.92,58.3,18.92,57.27,2.34,47.49,37.01,58.96
2013-03-19,14.06,25.78,12.82,10.87,101.77,80.23,20.21,20.3,55.63,60.94,37.53,29.12,43.46,48.25,26.55,30.86,23.49,2.9,58.3,18.89,57.98,2.34,47.64,36.53,58.84
2013-03-20,13.99,26.25,12.86,10.93,102.34,80.83,20.29,20.39,55.71,61.39,37.47,29.52,43.86,48.92,25.86,31.15,23.61,2.93,58.03,19.09,58.33,2.4,47.39,37.31,58.87
2013-03-21,14.01,25.87,12.67,10.75,101.96,80.82,20.21,20.3,55.76,61.05,36.89,29.67,43.69,48.48,25.74,30.92,23.44,2.89,57.9,18.97,58.06,2.4,47.54,36.95,58.57
2013-03-22,14.29,26.19,12.89,10.74,102.57,81.38,20.18,20.28,56.26,61.62,37.21,29.65,44.08,48.81,25.73,31.0,23.55,2.9,59.79,19.15,58.1,2.44,47.02,37.49,59.31
2013-03-25,14.35,26.43,12.8,10.61,102.4,80.71,20.17,20.26,56.18,61.57,37.02,29.71,44.12,49.04,25.13,30.85,23.48,2.88,59.18,19.0,57.66,2.5,47.37,38.4,59.13
2013-03-26,14.27,27.02,13.02,10.51,103.82,81.25,20.23,20.33,56.65,62.48,37.11,30.13,44.65,50.5,25.21,31.35,23.48,2.9,60.01,19.3,58.2,2.52,48.05,39.21,59.87
2013-03-27,13.99,26.98,13.27,10.46,103.16,80.72,19.99,20.09,56.33,62.8,36.44,29.78,44.71,50.75,26.09,31.14,23.65,2.94,59.53,19.33,57.94,2.54,48.89,39.49,60.17
2013-03-28,13.7,27.41,13.32,10.42,104.2,79.8,19.78,19.87,56.44,63.0,36.21,29.95,45.05,51.04,25.58,31.21,23.85,2.98,60.15,19.48,57.94,2.53,49.4,39.77,59.85
2013-04-01,13.27,27.64,13.08,10.39,103.47,80.33,19.95,20.05,56.35,63.31,36.49,29.95,44.9,50.67,25.53,31.32,23.85,2.88,60.14,19.46,58.42,2.93,50.92,39.19,60.29
2013-04-02,13.3,27.36,13.17,10.39,105.14,79.92,20.25,20.35,57.44,63.9,36.83,30.15,44.82,50.99,25.42,31.71,24.01,2.85,60.63,19.73,59.37,2.96,53.31,39.33,60.17
2013-04-03,13.37,27.27,12.95,10.1,104.24,79.1,20.08,20.18,56.9,63.42,35.97,29.75,45.09,50.29,26.25,32.03,23.81,2.82,60.04,19.59,58.74,2.74,53.25,38.58,59.74
2013-04-04,13.24,27.96,12.95,10.21,105.13,79.3,19.8,19.9,57.17,63.68,36.46,30.02,45.16,50.39,27.07,32.0,23.85,2.85,60.47,19.68,59.06,2.8,53.56,38.98,59.63
2013-04-05,13.1,27.76,12.77,10.24,104.15,78.93,19.5,19.6,56.66,63.4,36.78,29.68,44.8,50.2,27.39,31.87,23.93,2.9,59.76,19.64,58.82,2.76,53.62,38.67,59.12
2013-04-08,13.19,28.07,12.95,10.45,105.26,79.12,19.3,19.39,57.6,62.68,37.29,30.26,45.07,50.46,26.85,32.12,23.84,2.89,60.45,19.68,59.24,2.79,53.44,38.94,58.85
2013-04-09,13.21,28.6,13.06,10.48,105.12,79.68,19.37,19.46,57.58,62.99,37.37,30.15,45.01,49.82,26.59,32.14,24.69,2.94,60.23,19.64,58.84,2.7,53.69,38.58,58.96
2013-04-10,13.48,29.32,13.24,10.54,106.33,80.35,19.68,19.77,57.98,63.38,37.81,30.41,45.68,50.46,27.57,33.08,25.25,2.98,60.87,20.19,59.58,2.79,53.89,39.1,58.91
2013-04-11,13.44,29.3,13.49,10.5,106.73,81.23,19.69,19.78,58.15,63.61,37.85,30.49,46.0,51.11,28.02,33.34,24.13,2.97,60.8,20.68,59.9,2.91,54.38,39.25,59.26
2013-04-12,13.3,29.23,13.64,10.41,107.04,80.55,19.68,19.77,59.54,63.94,37.62,30.42,45.62,50.33,27.4,33.27,24.0,3.04,60.82,20.7,60.21,2.92,54.42,38.81,59.11
2013-04-15,12.99,28.11,13.39,10.25,104.52,78.29,19.48,19.57,58.42,63.14,36.79,29.69,44.81,49.26,26.52,32.81,23.92,2.98,60.01,20.55,59.89,2.89,53.18,37.77,57.45
2013-04-16,13.19,28.79,13.62,10.51,107.16,78.58,19.76,19.85,58.6,64.48,37.22,31.38,45.35,50.19,26.92,33.16,24.15,3.01,60.83,20.88,60.23,3.04,54.23,38.57,57.53
2013-04-17,12.46,28.65,13.37,10.01,105.17,77.11,19.49,19.58,58.88,64.83,35.92,31.51,45.58,49.64,26.63,33.02,24.04,2.97,59.95,20.83,59.45,3.03,53.56,37.99,57.18
2013-04-18,12.13,28.71,12.97,9.79,103.0,77.63,19.08,19.17,58.62,64.28,35.8,31.18,44.65,49.19,25.69,32.88,24.0,2.91,61.78,20.64,60.06,3.13,51.54,37.8,57.54
2013-04-19,12.08,28.75,13.02,9.97,105.28,77.84,19.92,20.02,59.85,65.29,36.26,31.59,45.54,49.29,25.73,33.53,24.82,2.92,62.93,20.96,61.23,3.19,51.84,38.39,58.09
2013-04-22,12.34,29.98,13.18,10.03,105.02,78.29,19.93,20.02,59.73,65.55,36.35,31.64,45.67,49.3,25.97,33.84,25.7,2.93,63.4,20.87,61.21,3.35,51.13,38.29,58.51
2013-04-23,12.57,30.62,13.44,10.33,106.68,78.9,20.12,20.22,59.35,66.03,36.98,31.62,46.27,50.14,25.98,34.34,25.51,3.0,63.95,20.97,62.06,3.4,50.55,38.79,59.32
2013-04-24,12.55,30.06,13.44,10.53,106.75,79.44,20.26,20.36,59.27,65.21,37.4,31.21,44.46,50.24,26.11,33.86,26.48,3.1,62.61,20.65,58.41,3.36,50.76,39.12,59.4
2013-04-25,12.64,30.01,13.73,10.64,107.47,79.59,20.15,20.25,59.34,65.85,37.62,31.36,44.76,50.53,26.14,33.44,26.63,3.13,62.97,20.42,58.0,3.47,51.24,39.52,58.5
2013-04-26,12.91,31.09,12.74,10.62,107.1,80.62,19.96,20.06,59.32,65.78,37.52,31.18,44.78,50.55,26.85,33.8,26.5,3.12,62.74,20.31,58.4,3.41,51.36,39.16,58.45
2013-04-29,13.31,30.68,12.49,10.59,106.61,81.48,20.4,20.5,59.58,66.13,37.55,31.28,44.43,50.9,26.98,33.77,27.19,3.15,62.84,20.54,58.84,3.66,51.82,39.32,58.59
2013-04-30,13.7,31.24,12.69,10.53,106.32,81.94,20.54,20.63,59.32,65.86,37.62,31.35,43.93,52.21,27.77,33.19,27.6,3.2,62.71,19.62,58.15,3.6,51.75,39.45,59.11
2013-05-01,13.59,30.9,12.41,10.39,106.12,80.77,20.43,20.53,58.85,65.09,36.86,31.26,43.02,50.97,27.43,32.26,27.28,3.17,62.51,19.5,58.32,3.55,51.57,38.88,58.13
2013-05-02,13.79,29.84,12.63,10.43,107.3,81.96,20.66,20.76,59.31,65.81,36.91,31.07,43.39,51.51,28.97,32.29,27.65,3.21,62.77,19.75,58.9,3.61,51.36,41.07,58.87
2013-05-03,13.92,30.31,12.9,10.47,108.64,82.94,21.06,21.16,59.82,66.26,36.52,31.28,43.62,52.27,28.31,32.25,27.92,3.22,62.98,19.54,59.22,3.64,50.88,42.04,59.8
2013-05-06,14.26,30.25,12.79,11.02,110.0,82.77,21.46,21.56,60.87,65.44,36.99,31.16,43.2,51.72,27.57,31.76,28.14,3.21,62.73,19.38,58.89,3.97,51.98,41.89,60.17
2013-05-07,14.19,30.46,12.89,11.04,109.9,82.63,21.35,21.45,60.71,66.09,37.72,31.62,42.97,52.05,26.89,31.97,27.77,3.17,63.37,19.59,59.03,3.7,52.24,42.1,60.55
2013-05-08,14.35,29.5,12.93,11.14,110.94,82.85,21.76,21.86,61.0,66.04,38.2,31.44,43.24,52.28,27.12,31.77,27.51,3.23,63.3,19.55,59.41,3.72,53.98,41.98,60.91
2013-05-09,14.23,30.01,13.01,11.04,110.66,83.04,21.71,21.81,61.36,65.8,37.65,31.19,43.28,52.11,27.04,32.12,27.23,3.23,62.99,19.46,59.24,4.63,53.54,41.82,60.88
