horizon,mse,rmse,mae,mape,mdape,smape,coverage
37 days 00:00:00,426.1490888361424,20.643378813463226,13.481795468354933,0.06163572050321091,0.042211001826303225,0.06284911971745251,0.28287461773700306
37 days 12:00:00,432.9263850032273,20.806883116008205,13.60827832725199,0.06215014139280831,0.04230689372457682,0.06338385275435676,0.2801223241590214
38 days 00:00:00,426.1494002085352,20.643386355163127,13.580722642119532,0.06215223843145214,0.0433621662657608,0.06339710577037842,0.2759938837920489
38 days 12:00:00,424.35467599219004,20.599870776104154,13.572488848175011,0.06225532157007281,0.0433621662657608,0.06346066285457708,0.27400611620795107
39 days 00:00:00,415.277812333998,20.378366282261148,13.459610271267525,0.06189313244313021,0.04341187962252076,0.06309272286610437,0.27584097859327217
39 days 12:00:00,412.47260488416055,20.3094215792612,13.399201278815035,0.061683398234310516,0.04341187962252076,0.06286722790891312,0.27767584097859327
40 days 00:00:00,413.03344013547644,20.323224156995277,13.429068619581837,0.061805991529718586,0.043462446006818624,0.06301025324254554,0.28256880733944956
40 days 12:00:00,421.1906717308221,20.522930388490384,13.566803179258338,0.062259097772322684,0.043462446006818624,0.06353186223772685,0.28195718654434254
41 days 00:00:00,422.51817642548923,20.555246931756603,13.615805710484224,0.06252311867051646,0.0435978356411272,0.0638226848890531,0.28287461773700306
41 days 12:00:00,433.15473389544184,20.81236973281615,13.82880158923847,0.0633803198914128,0.04369907656494754,0.06471874809939826,0.27767584097859327
42 days 00:00:00,429.36746248070773,20.721183906348298,13.841644107792755,0.06354510187322913,0.044056671954117624,0.06488067620274955,0.2782874617737003
42 days 12:00:00,433.1952775702689,20.813343738339327,13.929095311940493,0.06393424164555532,0.044106443436601916,0.06526439837551908,0.27889908256880735
43 days 00:00:00,429.5108784328405,20.72464422934301,13.910015394576298,0.06388066346795333,0.044106443436601916,0.06518650671776999,0.2782874617737003
43 days 12:00:00,431.9693802950765,20.783873082153782,13.971612825362783,0.06410330588632755,0.044106443436601916,0.06541071560570545,0.27889908256880735
44 days 00:00:00,428.2324229068504,20.693777395798246,13.9318063800731,0.06391801702423544,0.044106443436601916,0.06519651388601065,0.2798165137614679
44 days 12:00:00,429.4373104122139,20.72286926108964,13.977658319644826,0.06411487807668854,0.04460417689671103,0.0653890829467444,0.28073394495412846
45 days 00:00:00,422.6167944003649,20.55764564341853,13.928927996871407,0.06403963448732448,0.04467427855408725,0.06530324658208074,0.2790519877675841
45 days 12:00:00,420.4543703791673,20.504984037525297,13.898739904571375,0.06406291651971335,0.04478017110518448,0.06527482429841537,0.27951070336391437
46 days 00:00:00,411.5938106860306,20.287774907220125,13.79250759264019,0.06375367500747665,0.04467427855408725,0.0649429845107614,0.27889908256880735
46 days 12:00:00,407.82604348196196,20.194703352165437,13.69518341937243,0.06333414132994614,0.04467346451774099,0.06449676438618746,0.28562691131498474
47 days 00:00:00,408.289662903452,20.206178829839452,13.702595753937734,0.0633195016447883,0.04460417689671103,0.06449648686196958,0.29174311926605506
47 days 12:00:00,414.1009712492523,20.349471031190276,13.805077093176047,0.06357193519592154,0.04467346451774099,0.06481733143201293,0.2941896024464832
48 days 00:00:00,415.24661833631217,20.37760089746367,13.832916157448706,0.06363982853501308,0.04467427855408725,0.06491794598912956,0.2981651376146789
48 days 12:00:00,423.6451215998828,20.582641268794507,13.989633021439099,0.06421720827462579,0.04478017110518448,0.06552475242810929,0.29908256880733947
49 days 00:00:00,419.39354294067914,20.47910014968136,13.961476234884303,0.06415426487555433,0.04478017110518448,0.0654615072066785,0.2996941896024465
49 days 12:00:00,420.34710282392354,20.502368224766705,14.000489325190008,0.06435827468334221,0.04667576607164409,0.06564209254611102,0.30030581039755355
50 days 00:00:00,420.6010091246814,20.508559411247816,14.033035550625033,0.06453703123857654,0.04548552849346602,0.06576804986629743,0.2996941896024465
50 days 12:00:00,419.5131997167987,20.48202137770583,14.054775028732513,0.06464069231890898,0.04548552849346602,0.06584876945780571,0.3015290519877676
51 days 00:00:00,420.323106302079,20.501783002999495,14.085931140285366,0.06477151644548977,0.04667576607164409,0.06598868817795947,0.30030581039755355
