horizon,mse,rmse,mae,mape,mdape,smape,coverage
37 days 00:00:00,20.539039152489867,4.532001671721875,3.195640213100688,0.11537473952470106,0.08946102152831997,0.11873935411926435,0.26605504587155965
37 days 12:00:00,20.662936510208954,4.5456502846357365,3.193417288029812,0.11515186646751892,0.0893989191866107,0.11856122444634412,0.2691131498470948
38 days 00:00:00,20.617388275161755,4.540637430489441,3.195326706074969,0.11575977821137232,0.08946102152831997,0.11909915837578235,0.27217125382262997
38 days 12:00:00,20.387367777375918,4.515237289155014,3.16661127706872,0.11513949463102481,0.08878379950519526,0.11840910042386356,0.27339449541284405
39 days 00:00:00,20.352189886741495,4.511340143099553,3.172812989573917,0.11598238213360428,0.08919020156930095,0.11914457374326641,0.27033639143730887
39 days 12:00:00,20.199495210730014,4.494384853428778,3.153026207400128,0.11536353419814342,0.08864740269892607,0.11849378713510217,0.26972477064220185
40 days 00:00:00,20.434966132478454,4.520505074931169,3.1751041166659264,0.11642206701885263,0.08878379950519526,0.119481552990853,0.26850152905198776
40 days 12:00:00,20.772713506609307,4.557709238927963,3.198660542592326,0.11683113058801206,0.08919020156930095,0.12002542964183473,0.2678899082568807
41 days 00:00:00,20.81291331140845,4.5621171961501,3.2052232754037564,0.1171296895599761,0.08919020156930095,0.1204289531917002,0.27217125382262997
41 days 12:00:00,21.179030682919603,4.602068087601443,3.2347864591666182,0.11787392494715561,0.08946102152831997,0.12126581898699687,0.27217125382262997
42 days 00:00:00,21.068428174481443,4.590035748714976,3.2328925637042314,0.1180130268590536,0.0894762657098472,0.1214872011916694,0.27522935779816515
42 days 12:00:00,21.2388188072038,4.608559298436313,3.2437838795501093,0.11819797385176388,0.0894762657098472,0.12170712045504141,0.2770642201834862
43 days 00:00:00,21.315373250687532,4.6168575081637,3.255114115307858,0.11870079830700105,0.09108950495166339,0.12201565111597329,0.2798165137614679
43 days 12:00:00,21.32978443538278,4.618417958065595,3.256303227456079,0.11855443146287523,0.09108950495166339,0.12189329088284018,0.2770642201834862
44 days 00:00:00,21.3601737305611,4.621706798419941,3.260197759260031,0.11884639733065885,0.08946102152831997,0.12198065223785261,0.27675840978593275
44 days 12:00:00,21.256843838186498,4.610514487363259,3.2501235850504573,0.11846873505006704,0.08946102152831997,0.12164379745871533,0.27645259938837924
45 days 00:00:00,21.19195235442604,4.603471771872402,3.2554367361699974,0.11916354533388422,0.08946102152831997,0.12228315322614773,0.2706422018348624
45 days 12:00:00,20.921969939650168,4.574053993958769,3.2239871844266714,0.11839990530081304,0.08919020156930095,0.12149330328178387,0.27278287461773704
46 days 00:00:00,20.86682394940482,4.568021885828134,3.231207862965142,0.11923183158779305,0.0893989191866107,0.12222697025583754,0.2678899082568807
46 days 12:00:00,20.666546349323763,4.546047332499274,3.2068847986847677,0.11841732434628316,0.08919020156930095,0.12138475494736514,0.27033639143730887
47 days 00:00:00,20.900006616748264,4.571652503936433,3.2204167923778875,0.1191066525654963,0.08919020156930095,0.1219677015297525,0.2746177370030581
47 days 12:00:00,21.112802178251734,4.5948669380355005,3.236518187543582,0.1192772025725701,0.08919020156930095,0.12227764763453773,0.27522935779816515
48 days 00:00:00,21.112092807399016,4.594789745722759,3.234563206607704,0.11909482775949935,0.0893989191866107,0.12219270167344709,0.28134556574923547
48 days 12:00:00,21.407391175763447,4.62681220450576,3.2626479258298713,0.1199403185267851,0.0893989191866107,0.1231222565323218,0.2782874617737003
49 days 00:00:00,21.252272817147016,4.610018743687168,3.255526575999342,0.11979555472024928,0.08946102152831997,0.12305739827625249,0.28287461773700306
49 days 12:00:00,21.312261904951406,4.616520540943299,3.2595895931361403,0.11975395846746087,0.0893989191866107,0.12300165329688867,0.2862385321100917
50 days 00:00:00,21.628617133280354,4.650657709752498,3.2883601270719747,0.1209667679189731,0.0894762657098472,0.12390944142108988,0.2874617737003058
50 days 12:00:00,21.623010664936352,4.650054909884006,3.2875150139481293,0.12069869724508298,0.08946102152831997,0.12364120187165697,0.28990825688073396
