horizon,mse,rmse,mae,mape,mdape,smape,coverage
37 days 00:00:00,53.62845735580271,7.32314531849551,4.815712980785009,0.09026392855597391,0.04399260578967492,0.09651965249372013,0.42813455657492355
37 days 12:00:00,54.5735489545035,7.387391214393854,4.856128971050539,0.09089453361212042,0.04411720689364859,0.0973151358620309,0.42079510703363915
38 days 00:00:00,53.61980971882198,7.322554862807242,4.8139692853704386,0.09012648697053992,0.04411720689364859,0.09654259847591559,0.422782874617737
38 days 12:00:00,53.12586886859468,7.288749472206784,4.791853426116556,0.08970593136959346,0.04411720689364859,0.09602911533701228,0.41834862385321103
39 days 00:00:00,51.81425595190811,7.198211996871731,4.737080249591236,0.088506517360671,0.04399260578967492,0.09467975141490291,0.4146788990825688
39 days 12:00:00,51.483743969308655,7.175217346485656,4.723813620942684,0.08811723829069237,0.04399260578967492,0.09426694229066737,0.4146788990825688
40 days 00:00:00,51.55121982733461,7.179917814803636,4.73981179968159,0.08819694445709478,0.04411720689364859,0.09439941106826984,0.41039755351681956
40 days 12:00:00,53.091503728805975,7.286391680990391,4.793111732299266,0.08902309902684097,0.04495883778562209,0.09556059225566013,0.41100917431192663
41 days 00:00:00,53.45914924846546,7.311576386010438,4.8334994959759525,0.08997638165558673,0.0451119285025392,0.09662643971612676,0.4036697247706422
41 days 12:00:00,55.39433011063737,7.442736735276706,4.910629695709222,0.0914018550383631,0.0451119285025392,0.09834351173822245,0.3969418960244649
42 days 00:00:00,54.885466493387796,7.408472615417283,4.906215259636508,0.09162174104642651,0.04711222805793866,0.09851671968576946,0.39602446483180426
42 days 12:00:00,56.06923140072517,7.487939062300465,4.957144324740254,0.09254949982636168,0.04711841556519906,0.09960149753824492,0.38776758409785933
43 days 00:00:00,55.749480228634425,7.466557454987836,4.967260133159572,0.09285873054327162,0.04810426425597719,0.0999090101267093,0.382262996941896
43 days 12:00:00,56.67049777166915,7.527980989061353,4.998691373676652,0.09339226516847114,0.04786323566507286,0.10061147308841821,0.3798165137614679
44 days 00:00:00,56.2646594008822,7.500977229726951,4.991536296158635,0.09336103616080668,0.04786323566507286,0.10058316446393571,0.3837920489296636
44 days 12:00:00,56.83377089713015,7.5388176060394345,5.003071220472394,0.09355345410236547,0.04808834512423978,0.1009200591435787,0.38287461773700304
45 days 00:00:00,55.99955895595348,7.483285304994958,4.965012250208456,0.09284541014442754,0.04808834512423978,0.10019671835266712,0.386085626911315
45 days 12:00:00,55.50152254267745,7.449934398548584,4.933469801408791,0.09237129043818043,0.04711222805793866,0.09963015564278267,0.38960244648318043
46 days 00:00:00,54.44631800669758,7.378774831006675,4.8914596536524995,0.0914022951786734,0.04711222805793866,0.09847951533535815,0.39021406727828745
46 days 12:00:00,54.01911498241343,7.349769723087481,4.858766588303289,0.09073345600322055,0.045972682576392636,0.09779520370776026,0.3938837920489297
47 days 00:00:00,54.256295245559606,7.365887268045826,4.881678259875879,0.09095093384827302,0.04705627484479368,0.09803476879764947,0.39021406727828745
47 days 12:00:00,55.835931461898454,7.472344442134506,4.934580232287361,0.09169337793054123,0.04705627484479368,0.09916287124100798,0.3889908256880734
48 days 00:00:00,56.1476769405511,7.493175357653863,4.965764219480554,0.09250049753761676,0.04711841556519906,0.10009059607369748,0.38685015290519875
48 days 12:00:00,58.0768243553711,7.620815202809415,5.03927036585442,0.09389542878847938,0.04808834512423978,0.10177795808482126,0.38409785932721713
49 days 00:00:00,57.385940586142,7.575350855646358,5.020789983173441,0.09387087386526066,0.04810426425597719,0.10168532435668359,0.38685015290519875
49 days 12:00:00,58.572477263392386,7.653265790719174,5.062113807277318,0.09465403375404054,0.04810426425597719,0.10261430430151584,0.38715596330275226
50 days 00:00:00,58.8664764375404,7.672449181163756,5.089473358658361,0.09535949269339558,0.049132838257766535,0.10326043473039659,0.39067278287461776
50 days 12:00:00,59.8575152029606,7.736763871474985,5.112531576780398,0.09572153495563016,0.04810426425597719,0.10375644201421458,0.3944954128440367
51 days 00:00:00,60.02573315303555,7.747627582236743,5.126238178220475,0.09619750410377066,0.04810426425597719,0.1043241677932286,0.3944954128440367
51 days 12:00:00,61.280502566481815,7.82818641618107,5.146395996206459,0.09646345674675622,0.04808834512423978,0.10479285657733935,0.4036697247706422
52 days 00:00:00,60.84550809590001,7.800353075079359,5.125019924622719,0.09594807769929896,0.04711841556519906,0.10413556609396701,0.4061162079510704
52 days 12:00:00,60.48273028703627,7.777064374623388,5.097262632950031,0.09558274121675524,0.045972682576392636,0.10361718486646916,0.41131498470948014
